,index,featureImportance
7268,on-site,-12.285558
6369,introduction,-12.285558
7208,oat,-12.285558
6830,mature,-12.285558
427,Arnold,-12.285558
9894,wisdom,-12.285558
7100,neatly,-12.285558
9744,vow,-12.285558
8698,sofas,-12.285558
375,Am,-12.285558
7305,oregano,-12.285558
2802,Thats,-12.285558
2786,Teresa,-12.285558
3155,Yorker,-12.285558
6784,manners,-12.285558
444,Atlantis,-12.285558
2780,Tell,-12.285558
104,2007,-12.285558
3236,actors,-12.285558
2737,TIP,-12.285558
3288,aforementioned,-12.285558
6859,medallions,-12.285558
48,12.99,-12.285558
6544,launch,-12.285558
6533,lastly,-12.285558
7214,obscure,-12.285558
313,AMC,-12.285558
6887,mental,-12.285558
147,3.00,-12.285558
3089,Williams,-12.285558
3103,Wok,-12.285558
280,8th,-12.285558
7230,oddly,-12.285558
9813,weed,-12.285558
6505,lackluster,-12.285558
8679,snooty,-12.285558
6988,molasses,-12.285558
7370,overwhelmingly,-12.285558
32,101,-12.285558
7414,panic,-12.285558
8691,socially,-12.285558
8623,slim,-12.285558
215,50th,-12.285558
3065,Westin,-12.285558
7343,over-priced,-12.285558
19,1/3,-12.285558
7189,novel,-12.285558
6676,loft,-12.285558
6942,miniature,-12.285558
370,Already,-12.285558
2929,Uncle,-12.285558
3036,Warning,-12.285558
2766,Tara,-12.285558
6674,lockers,-12.285558
8767,spanish,-12.285558
8528,showcase,-12.285558
24,10-12,-12.285558
7139,niche,-12.285558
3173,abilities,-12.285558
5671,froyo,-12.350096
345,Adams,-12.350096
5663,friggin,-12.350096
4799,del,-12.350096
9231,thee,-12.350096
8422,selfish,-12.350096
7682,poorly,-12.350096
7679,poop,-12.350096
1587,Jacks,-12.350096
9484,ugh,-12.350096
5572,fluff,-12.350096
6873,mellow,-12.350096
4053,cancellation,-12.350096
826,Cleanliness,-12.350096
3692,bday,-12.350096
8889,stereo,-12.350096
296,9th,-12.350096
6918,midtown,-12.350096
3624,bait,-12.350096
1637,Joy,-12.350096
2479,Safeway,-12.350096
2466,STARS,-12.350096
4878,dial,-12.350096
6487,knives,-12.350096
9523,undergo,-12.350096
856,Commander,-12.350096
876,Cornbread,-12.350096
1548,Impossible,-12.350096
4828,depart,-12.350096
4863,detract,-12.350096
2492,Salted,-12.350096
9495,una,-12.350096
866,Consider,-12.350096
859,Compared,-12.350096
336,Absolute,-12.350096
6500,lab,-12.350096
2983,Vista,-12.350096
8018,referral,-12.350096
5690,functional,-12.350096
1581,JB,-12.350096
8429,seniors,-12.350096
2996,WELL,-12.350096
4908,ding,-12.350096
6955,miserable,-12.350096
3281,aesthetics,-12.350096
3905,bridesmaid,-12.350096
5286,evenly,-12.350096
7887,qualities,-12.350096
7352,overdue,-12.350096
2898,Turned,-12.350096
9838,wheelchair,-12.350096
7889,quantities,-12.350096
1258,Fri,-12.350096
9265,thirst,-12.350096
3910,briefly,-12.350096
5311,examine,-12.350096
8741,sorely,-12.350096
7310,origin,-12.350096
6787,manufacturer,-12.350096
7368,oversized,-12.350096
5131,echo,-12.350096
5283,evaluation,-12.350096
6663,loaner,-12.350096
6740,magazines,-12.350096
8948,strive,-12.350096
1102,Emma,-12.350096
6675,lodge,-12.350096
188,400,-12.350096
1222,Flat,-12.350096
9847,whilst,-12.350096
1145,Expensive,-12.350096
6690,lord,-12.350096
5174,elite,-12.350096
3871,boyfriends,-12.350096
5186,empathetic,-12.350096
9381,towns,-12.350096
3183,absorb,-12.350096
2955,Valentines,-12.350096
3809,blister,-12.350096
9435,tripe,-12.350096
4962,disorganize,-12.350096
7977,realtor,-12.350096
8314,sandwhich,-12.350096
943,Daddy,-12.350096
9266,thirsty,-12.350096
4022,cabinets,-12.350096
5488,fifteen,-12.350096
9267,thirty,-12.350096
4020,cabin,-12.350096
7968,reader,-12.350096
2523,Seated,-12.350096
1417,Hamburger,-12.350096
9803,weary,-12.350096
7771,preview,-12.350096
993,Diamond,-12.350096
151,3/4,-12.350096
1024,Dont,-12.350096
2412,Riverview,-12.350096
2256,Pies,-12.350096
5423,fanatic,-12.350096
269,800,-12.350096
1352,Gravy,-12.350096
2258,Pike,-12.350096
8749,soupy,-12.350096
5405,failure,-12.350096
6591,lemons,-12.350096
7935,ramp,-12.350096
4977,dissatisfy,-12.350096
1319,Girls,-12.350096
8606,slack,-12.350096
4994,doc,-12.350096
1640,Judy,-12.350096
6250,incorrect,-12.350096
6413,jaw,-12.350096
568,Biggest,-12.350096
4256,cigarette,-12.350096
601,Book,-12.350096
8132,reset,-12.350096
4554,cottage,-12.350096
3093,Windows,-12.350096
3322,airports,-12.350096
448,Audi,-12.350096
3079,Whoever,-12.350096
3095,Wing,-12.350096
746,Casey,-12.350096
7531,permanently,-12.350096
4388,commute,-12.350096
5905,gum,-12.350096
4581,cowboy,-12.350096
467,BAR,-12.350096
8271,runners,-12.350096
2707,Sunny,-12.350096
4446,condescend,-12.350096
6361,interview,-12.350096
4617,creep,-12.350096
549,Believe,-12.350096
1740,Left,-12.350096
6215,importance,-12.350096
537,Becky,-12.350096
1820,MORE,-12.350096
706,CVS,-12.350096
2628,Speedway,-12.350096
6340,intact,-12.350096
7554,philadelphia,-12.350096
6165,hut,-12.350096
7103,necessity,-12.350096
6177,icecream,-12.350096
37,10th,-12.350096
3082,Whyte,-12.350096
2735,TIME,-12.350096
8817,spongy,-12.350096
1887,Mazda,-12.350096
687,CC,-12.350096
4477,consignment,-12.350096
6331,instruct,-12.350096
4485,construct,-12.350096
2740,TLC,-12.350096
2123,Opry,-12.350096
6337,insult,-12.350096
613,Boyfriend,-12.350096
4509,contractor,-12.350096
2647,Standard,-12.350096
4223,chilli,-12.350096
1834,Maggie,-12.350096
8646,smelt,-12.350096
9201,tension,-12.350096
3549,attendants,-12.350096
438,Asked,-12.350096
9555,union,-12.350096
1987,Multiple,-12.350096
9697,veterinarian,-12.350096
2186,Pancake,-12.350096
4310,clubhouse,-12.350096
14,1.00,-12.350096
4702,cutlet,-12.350096
8073,remedied,-12.350096
2730,THERE,-12.350096
4629,crisis,-12.350096
8627,sliver,-12.350096
4752,decaf,-12.350096
9189,temperatures,-12.350096
3038,Wasabi,-12.350096
8687,sober,-12.350096
4764,deconstruct,-12.350096
4150,certify,-12.350096
5778,glassware,-12.350096
810,Christine,-12.350096
7432,parmigiana,-12.350096
4129,cayenne,-12.350096
5734,gaze,-12.350096
8549,signal,-12.350096
9993,zip,-12.350096
91,2.00,-12.350096
9177,teenagers,-12.350096
5857,greedy,-12.350096
2527,Secondly,-12.350096
7427,parfait,-12.350096
406,Anyhow,-12.350096
9571,unpack,-12.350096
4649,crumbly,-12.350096
9960,yearly,-12.350096
508,Baltimore,-12.350096
2759,Takes,-12.350096
5863,griddle,-12.350096
9713,vinegary,-12.350096
4168,charcoal,-12.350096
8053,relatives,-12.350096
5843,grate,-12.350096
787,Chevy,-12.350096
504,Bailey,-12.350096
398,Angie,-12.350096
6718,lukewarm,-12.419088
6786,manufacture,-12.419088
3925,brother-in-law,-12.419088
8178,reveal,-12.419088
2300,Presentation,-12.419088
9328,toddlers,-12.419088
5189,emphasize,-12.419088
2010,NOTHING,-12.419088
8177,revamp,-12.419088
34,10:30,-12.419088
4445,condense,-12.419088
8180,reverse,-12.419088
3875,bracelet,-12.419088
1203,Few,-12.419088
182,4.00,-12.419088
8724,sommelier,-12.419088
4272,clarify,-12.419088
5133,economy,-12.419088
2056,Nordstrom,-12.419088
6725,lure,-12.419088
1953,Mon,-12.419088
2068,Number,-12.419088
5166,electronics,-12.419088
3157,Young,-12.419088
4427,comprise,-12.419088
4437,concession,-12.419088
1998,NEED,-12.419088
3165,Zero,-12.419088
7901,queue,-12.419088
9347,tonic,-12.419088
9065,sweater,-12.419088
7192,nowadays,-12.419088
6843,meantime,-12.419088
3140,Yea,-12.419088
1577,Items,-12.419088
4615,creatures,-12.419088
1522,IHOP,-12.419088
2171,PLUS,-12.419088
132,25th,-12.419088
4625,crime,-12.419088
2173,PO,-12.419088
130,250,-12.419088
9003,suffice,-12.419088
1717,Ladies,-12.419088
7236,offend,-12.419088
9174,teen,-12.419088
1568,Internet,-12.419088
9178,teens,-12.419088
3102,Wo,-12.419088
8077,reminder,-12.419088
1582,JJ,-12.419088
9922,workmanship,-12.419088
9180,telephone,-12.419088
4710,daiquiri,-12.419088
103,2005,-12.419088
4134,celebrity,-12.419088
102,2000,-12.419088
4818,demo,-12.419088
9373,tournament,-12.419088
1624,Joes,-12.419088
8621,slightest,-12.419088
9968,yep,-12.419088
4592,craftsmanship,-12.419088
1902,Mein,-12.419088
1373,Guess,-12.419088
8171,retrieve,-12.419088
7097,nearest,-12.419088
4981,distinguish,-12.419088
3023,Waitstaff,-12.419088
1326,Glenn,-12.419088
1336,Golf,-12.419088
3975,burbs,-12.419088
3128,Y'all,-12.419088
7210,object,-12.419088
3988,bush,-12.419088
4499,contemplate,-12.419088
3085,Wifi,-12.419088
4533,cop,-12.419088
9244,thereafter,-12.419088
139,2am,-12.419088
9134,tape,-12.419088
1810,MANY,-12.419088
4215,chilaquiles,-12.419088
7215,observation,-12.419088
9012,suitcase,-12.419088
4023,cable,-12.419088
8269,rundown,-12.419088
1502,Howard,-12.419088
8309,samosa,-12.419088
8705,sole,-12.419088
6870,mega,-12.419088
3367,alternator,-12.419088
1196,Feel,-12.419088
361,Alaska,-12.419088
5833,grandson,-12.419088
2478,Safety,-12.419088
8433,sentence,-12.419088
2009,NOTE,-12.419088
7685,poppers,-12.419088
839,Cody,-12.419088
339,According,-12.419088
6435,judgment,-12.419088
2493,Salty,-12.419088
5732,gauge,-12.419088
3578,avacado,-12.419088
813,Chubby,-12.419088
6389,isnt,-12.419088
2543,Services,-12.419088
5803,goodbye,-12.419088
6379,invoice,-12.419088
2477,Safe,-12.419088
5586,foil,-12.419088
2475,Sad,-12.419088
3731,believer,-12.419088
5406,faint,-12.419088
2852,Toni,-12.419088
5411,faithful,-12.419088
9456,tubs,-12.419088
3277,advisor,-12.419088
292,9:00,-12.419088
8900,stink,-12.419088
3686,batteries,-12.419088
8898,sting,-12.419088
921,DAY,-12.419088
918,Cut,-12.419088
5520,fireworks,-12.419088
3285,affiliate,-12.419088
5563,flop,-12.419088
803,Chop,-12.419088
2563,Showed,-12.419088
266,8.99,-12.419088
782,Chelsea,-12.419088
7564,phrase,-12.419088
6121,hottest,-12.419088
9742,voucher,-12.419088
6176,iceberg,-12.419088
9739,voodoo,-12.419088
3347,alleviate,-12.419088
443,Atlantic,-12.419088
447,Au,-12.419088
453,Automotive,-12.419088
2692,Subaru,-12.419088
9675,vend,-12.419088
6273,inedible,-12.419088
2728,THEM,-12.419088
7504,peer,-12.419088
6251,incorrectly,-12.419088
3339,alignment,-12.419088
9637,v,-12.419088
8819,spoonful,-12.419088
6358,interrupt,-12.419088
5868,grip,-12.419088
6366,intoxicate,-12.419088
5888,grumpy,-12.419088
762,Chad,-12.419088
750,Castle,-12.419088
2603,Sonic,-12.419088
6355,internal,-12.419088
690,CHECK,-12.419088
3520,assembly,-12.419088
2619,Space,-12.419088
3507,asap,-12.419088
417,Applebee,-12.419088
6068,holder,-12.419088
6339,insure,-12.419088
7788,prison,-12.419088
1295,Garces,-12.419088
8919,straighten,-12.419088
1155,FB,-12.419088
1018,Dollar,-12.419088
1103,Empire,-12.419088
3223,acoustic,-12.419088
9410,traveler,-12.419088
5362,expire,-12.419088
2868,Tracy,-12.419088
7350,overcrowd,-12.419088
2354,Ralph,-12.419088
238,6:15,-12.419088
249,7.99,-12.419088
2884,Tropical,-12.419088
2890,Trying,-12.419088
3831,bok,-12.419088
6634,limp,-12.419088
3826,bob,-12.419088
9401,transmission,-12.419088
5331,exclusively,-12.419088
3860,bounce,-12.419088
209,5.99,-12.419088
1193,Feb,-12.419088
1158,FIRST,-12.419088
6200,imagination,-12.4931965
4185,checker,-12.4931965
2165,PF,-12.4931965
5929,hairstylist,-12.4931965
5934,halls,-12.4931965
3833,bologna,-12.4931965
49,120,-12.4931965
7150,nite,-12.4931965
8115,representation,-12.4931965
9593,unusually,-12.4931965
2591,Smoothie,-12.4931965
1776,Logan,-12.4931965
53,12:30,-12.4931965
7218,obtain,-12.4931965
5937,halve,-12.4931965
1246,Fourth,-12.4931965
4576,cousins,-12.4931965
2604,Sonny,-12.4931965
9606,upload,-12.4931965
9698,veterinary,-12.4931965
476,BETTER,-12.4931965
5980,havent,-12.4931965
3889,breakdown,-12.4931965
4221,chilis,-12.4931965
1800,Lube,-12.4931965
3319,airline,-12.4931965
758,Century,-12.4931965
1749,Lettuce,-12.4931965
9953,yams,-12.4931965
2946,Use,-12.4931965
7007,mop,-12.4931965
5060,dresser,-12.4931965
8862,stare,-12.4931965
3108,Wonton,-12.4931965
9058,swallow,-12.4931965
5394,facebook,-12.4931965
3016,Wagyu,-12.4931965
5062,drill,-12.4931965
7235,off-putting,-12.4931965
71,16th,-12.4931965
2760,Taking,-12.4931965
1069,EVERYONE,-12.4931965
8355,scarce,-12.4931965
3554,attire,-12.4931965
7625,platinum,-12.4931965
7497,pedestrian,-12.4931965
8466,shadow,-12.4931965
8678,snobs,-12.4931965
2746,TSA,-12.4931965
175,3am,-12.4931965
5921,haggle,-12.4931965
2729,THEN,-12.4931965
54,12th,-12.4931965
6351,interactions,-12.4931965
4536,cord,-12.4931965
8807,spine,-12.4931965
6680,loin,-12.4931965
4239,choke,-12.4931965
662,Buns,-12.4931965
6318,inspector,-12.4931965
6149,humidity,-12.4931965
9403,transplant,-12.4931965
6305,input,-12.4931965
553,Bellevue,-12.4931965
9402,transparent,-12.4931965
6299,injuries,-12.4931965
1914,Metro,-12.4931965
190,42,-12.4931965
1221,Fix,-12.4931965
6112,hospitals,-12.4931965
2691,Sub,-12.4931965
1923,Midas,-12.4931965
9980,youngest,-12.4931965
3410,antipasto,-12.4931965
583,Blood,-12.4931965
582,Block,-12.4931965
4257,cigarettes,-12.4931965
1934,Mills,-12.4931965
1210,Fine,-12.4931965
9086,symptoms,-12.4931965
1950,Moe,-12.4931965
8802,spider,-12.4931965
6736,macchiato,-12.4931965
3835,bolt,-12.4931965
1980,Mozzarella,-12.4931965
6345,intent,-12.4931965
2130,Orders,-12.4931965
2639,Springfield,-12.4931965
9628,usher,-12.4931965
5112,eagerly,-12.4931965
8145,respectable,-12.4931965
8147,respectively,-12.4931965
4503,context,-12.4931965
1690,Krispy,-12.4931965
1159,FIVE,-12.4931965
1841,Major,-12.4931965
3327,akin,-12.4931965
7567,physician,-12.4931965
7084,nashville,-12.4931965
4228,china,-12.4931965
4491,consumer,-12.4931965
9414,treadmill,-12.4931965
1876,Mashed,-12.4931965
494,BY,-12.4931965
1882,Mattress,-12.4931965
9411,travelers,-12.4931965
4474,considerably,-12.4931965
4233,chiropractor,-12.4931965
2032,Network,-12.4931965
3305,aggressive,-12.4931965
9374,tout,-12.4931965
4163,chaos,-12.4931965
4846,designate,-12.4931965
5499,fillers,-12.4931965
4037,california,-12.4931965
5505,fin,-12.4931965
6863,medications,-12.4931965
7797,prob,-12.4931965
7744,premade,-12.4931965
1517,Hyundai,-12.4931965
264,8-10,-12.4931965
913,Cupcake,-12.4931965
911,Culver,-12.4931965
4900,dime,-12.4931965
6880,memberships,-12.4931965
260,7am,-12.4931965
1539,Idk,-12.4931965
889,Covid-19,-12.4931965
8424,seller,-12.4931965
9491,um,-12.4931965
3111,Work,-12.4931965
9431,trigger,-12.4931965
1547,Imo,-12.4931965
878,Corona,-12.4931965
3959,bulb,-12.4931965
3121,Wrap,-12.4931965
7714,potentially,-12.4931965
9788,washers,-12.4931965
9223,thanksgiving,-12.4931965
4095,carry-out,-12.4931965
3960,bulbs,-12.4931965
7753,prepped,-12.4931965
3963,bull,-12.4931965
7956,rattle,-12.4931965
6832,maximum,-12.4931965
8922,strand,-12.4931965
154,30-40,-12.4931965
6598,lenses,-12.4931965
1325,Glen,-12.4931965
3252,adjoin,-12.4931965
7946,rap,-12.4931965
5444,faux,-12.4931965
9309,timeline,-12.4931965
278,8oz,-12.4931965
9308,timeframe,-12.4931965
4959,dismay,-12.4931965
4014,bypass,-12.4931965
4937,discontinue,-12.4931965
1386,HAPPY,-12.4931965
4955,dishwasher,-12.4931965
2840,Tires,-12.4931965
3127,Y,-12.4931965
5377,extent,-12.4931965
2431,Rosa,-12.4931965
6851,meatless,-12.4931965
142,2x,-12.4931965
2236,Petco,-12.4931965
7969,readers,-12.4931965
5485,fiancée,-12.4931965
2819,Thompson,-12.4931965
5617,format,-12.4931965
6904,methods,-12.4931965
6967,misunderstand,-12.4931965
5736,geek,-12.4931965
6954,miscommunication,-12.4931965
1602,Java,-12.4931965
7257,olds,-12.4931965
6980,modifications,-12.4931965
247,7.00,-12.4931965
8036,registration,-12.4931965
2546,Set,-12.4931965
6394,itch,-12.4931965
6420,jerky,-12.4931965
2950,VA,-12.4931965
352,Afterwards,-12.4931965
4786,defense,-12.4931965
9192,temps,-12.4931965
2528,Security,-12.4931965
8624,slimy,-12.4931965
4125,caveat,-12.4931965
9550,uniform,-12.4931965
5786,glue,-12.4931965
9340,tom,-12.4931965
9936,wouldnt,-12.4931965
4819,demonstrate,-12.4931965
8628,slop,-12.4931965
2208,Pats,-12.4931965
9513,uncle,-12.4931965
82,1:30,-12.4931965
7708,poster,-12.4931965
862,Con,-12.4931965
2872,Train,-12.4931965
4734,daytime,-12.4931965
8066,reluctantly,-12.4931965
9518,uncommon,-12.4931965
2294,Possibly,-12.4931965
2480,Said,-12.4931965
7417,pao,-12.4931965
2295,Post,-12.4931965
3919,bro,-12.4931965
3029,Wall,-12.573239
3112,Workers,-12.573239
3364,alternate,-12.573239
2846,Togo,-12.573239
8262,rug,-12.573239
3078,Whoa,-12.573239
8515,shore,-12.573239
9053,survey,-12.573239
2253,Pickles,-12.573239
3397,ankle,-12.573239
8652,smokers,-12.573239
4303,closure,-12.573239
8326,satisfactory,-12.573239
2330,Qdoba,-12.573239
3213,accurately,-12.573239
8771,sparse,-12.573239
8791,spectrum,-12.573239
8860,starbucks,-12.573239
3054,Wei,-12.573239
8788,specifications,-12.573239
8975,sub-par,-12.573239
8367,scheme,-12.573239
2751,Tabasco,-12.573239
2325,Purchased,-12.573239
8483,shatter,-12.573239
2900,Twice,-12.573239
2125,Oracle,-12.573239
3219,acidic,-12.573239
2648,Stanley,-12.573239
2484,Sal,-12.573239
4065,capital,-12.573239
4227,chin,-12.573239
4202,chemical,-12.573239
8927,strap,-12.573239
4186,checkin,-12.573239
2109,Ole,-12.573239
3201,accomodate,-12.573239
2461,SNS,-12.573239
8924,strangely,-12.573239
2679,Straight,-12.573239
4040,calmly,-12.573239
2584,Slow,-12.573239
3600,awkwardly,-12.573239
4115,categories,-12.573239
2777,Tech,-12.573239
2980,Visit,-12.573239
8396,seam,-12.573239
8901,stinky,-12.573239
2626,Specifically,-12.573239
2572,Similar,-12.573239
2828,Thus,-12.573239
3020,Waiters,-12.573239
2438,Ruben,-12.573239
3562,attribute,-12.573239
7169,nope,-12.573239
4321,coal,-12.573239
461,Avon,-12.573239
1253,Frankly,-12.573239
1238,Forgot,-12.573239
9747,w/o,-12.573239
1230,Folks,-12.573239
5146,effectively,-12.573239
6324,installers,-12.573239
1227,Flower,-12.573239
428,Around,-12.573239
5204,endure,-12.573239
6248,inconvenient,-12.573239
6584,legitimate,-12.573239
5250,er,-12.573239
9703,vicinity,-12.573239
488,BS,-12.573239
9695,veteran,-12.573239
5304,ex,-12.573239
5308,exaggeration,-12.573239
7821,prom,-12.573239
6221,impressions,-12.573239
9679,ventilation,-12.573239
7451,passport,-12.573239
5061,drier,-12.573239
412,App,-12.573239
7447,passengers,-12.573239
7383,p,-12.573239
7389,packets,-12.573239
6556,layover,-12.573239
1369,Grub,-12.573239
283,9.50,-12.573239
6550,laws,-12.573239
1342,Gordon,-12.573239
6481,kitchens,-12.573239
9781,warp,-12.573239
354,Ah,-12.573239
6403,jacuzzi,-12.573239
7926,rag,-12.573239
9764,walk-ins,-12.573239
783,Cherokee,-12.573239
5018,doorman,-12.573239
388,Americans,-12.573239
7441,partly,-12.573239
1286,GOD,-12.573239
7446,passenger,-12.573239
1042,Drop,-12.573239
569,Bikram,-12.573239
1027,DoorDash,-12.573239
9489,ultra,-12.573239
704,CUSTOMER,-12.573239
5577,flush,-12.573239
5580,flyer,-12.573239
5609,forewarn,-12.573239
9517,uncomfortably,-12.573239
7704,possibility,-12.573239
7703,possess,-12.573239
5638,frazzle,-12.573239
9610,upsell,-12.573239
742,Carpet,-12.573239
7669,policies,-12.573239
5936,hallways,-12.573239
9545,unfriendly,-12.573239
5928,hairs,-12.573239
5765,giggle,-12.573239
9551,unimpressed,-12.573239
807,Chowder,-12.573239
5832,grandparents,-12.573239
5834,granite,-12.573239
5574,fluid,-12.573239
5553,flesh,-12.573239
5344,exorbitant,-12.573239
5552,flea,-12.573239
573,Biryani,-12.573239
596,Bolognese,-12.573239
5374,extension,-12.573239
5388,eyelash,-12.573239
1014,Doctors,-12.573239
1008,Dish,-12.573239
9448,trunk,-12.573239
5441,faucet,-12.573239
630,Bridal,-12.573239
6144,huh,-12.573239
666,Burnt,-12.573239
981,Dennis,-12.573239
963,Dead,-12.573239
9635,utter,-12.573239
944,Dairy,-12.573239
6099,horrendous,-12.573239
5504,filthy,-12.573239
924,DD,-12.573239
692,CHICKEN,-12.573239
7379,oxtails,-12.573239
379,Amazon,-12.573239
5872,gritty,-12.573239
7120,nest,-12.573239
7286,operations,-12.573239
9090,syrupy,-12.573239
4399,compensate,-12.573239
1705,LIVE,-12.573239
1689,Kreme,-12.573239
7205,o'clock,-12.573239
7196,numb,-12.573239
1638,Jr,-12.573239
9986,youth,-12.573239
165,34,-12.573239
169,37,-12.573239
1653,KOP,-12.573239
6763,malfunction,-12.573239
9076,swell,-12.573239
1737,Lazy,-12.573239
7081,napkin,-12.573239
1901,Meh,-12.573239
7047,multi,-12.573239
1459,Hi,-12.573239
8110,replenish,-12.573239
6910,mic,-12.573239
4597,crank,-12.573239
1781,Looked,-12.573239
95,2/3,-12.573239
9939,wrapper,-12.573239
8162,restuarant,-12.573239
6984,moisture,-12.573239
9941,wreck,-12.573239
6996,monday,-12.573239
1828,Macy,-12.573239
75,180,-12.573239
1644,Julio,-12.573239
171,39,-12.573239
1629,Johnson,-12.573239
242,6am,-12.573239
6649,lite,-12.573239
6651,literal,-12.573239
2002,NICE,-12.573239
8222,rod,-12.573239
4891,difficulties,-12.573239
9850,whisk,-12.573239
1972,Motel,-12.573239
1559,Initially,-12.573239
185,4.99,-12.573239
6691,los,-12.573239
4839,dermatologist,-12.573239
4813,deliveries,-12.573239
7973,realistic,-12.573239
6743,magically,-12.573239
1472,Hmmm,-12.573239
5913,gyms,-12.660251
3463,approx,-12.660251
9,0,-12.660251
11,"1,000",-12.660251
8470,shaker,-12.660251
56,130,-12.660251
8496,shes,-12.660251
764,Chang,-12.660251
7029,mouse,-12.660251
5907,gummy,-12.660251
688,CD,-12.660251
7068,myriad,-12.660251
3055,Weird,-12.660251
7618,plank,-12.660251
2671,Stick,-12.660251
44,11pm,-12.660251
3091,Willow,-12.660251
8643,smear,-12.660251
5981,hay,-12.660251
5987,headache,-12.660251
3521,asses,-12.660251
7141,nickel,-12.660251
5988,headaches,-12.660251
9641,vague,-12.660251
3530,assistants,-12.660251
9989,yuck,-12.660251
5952,hangry,-12.660251
8472,shallow,-12.660251
15,1.25,-12.660251
703,CT,-12.660251
7144,nightclub,-12.660251
3061,Were,-12.660251
696,COME,-12.660251
6069,holders,-12.660251
722,Campbell,-12.660251
3476,arent,-12.660251
7022,motivation,-12.660251
6585,legitimately,-12.660251
60,140,-12.660251
73,17th,-12.660251
423,Ardmore,-12.660251
6336,instrument,-12.660251
178,3x,-12.660251
421,Arby,-12.660251
3310,agreement,-12.660251
2928,Unbelievably,-12.660251
6374,investigate,-12.660251
9868,wider,-12.660251
6390,isolate,-12.660251
2910,UP,-12.660251
2908,UGH,-12.660251
6448,k,-12.660251
6464,kicker,-12.660251
6503,lace,-12.660251
2808,Therefore,-12.660251
9834,whats,-12.660251
6543,laughter,-12.660251
6625,lighten,-12.660251
288,90s,-12.660251
251,700,-12.660251
3257,administer,-12.660251
9805,weave,-12.660251
256,7:00,-12.660251
172,3:00,-12.660251
9738,vomit,-12.660251
3129,YEARS,-12.660251
3399,announce,-12.660251
2680,Strange,-12.660251
7245,offset,-12.660251
6959,mismatch,-12.660251
602,Booked,-12.660251
100,20.00,-12.660251
6202,imitation,-12.660251
2699,Suite,-12.660251
8618,slider,-12.660251
6212,imply,-12.660251
8700,soften,-12.660251
523,Basic,-12.660251
9736,volumes,-12.660251
2989,WAIT,-12.660251
138,2:30,-12.660251
9693,vest,-12.660251
2724,THANKS,-12.660251
6847,measurements,-12.660251
150,3.99,-12.660251
3369,altogether,-12.660251
155,30-45,-12.660251
6278,inexperienced,-12.660251
460,Avoid,-12.660251
7267,on-line,-12.660251
3050,Wed,-12.660251
1358,Grey,-12.660251
7908,quietly,-12.660251
1339,Goodwill,-12.660251
4550,costly,-12.660251
2268,Planet,-12.660251
1337,Gone,-12.660251
2287,Popeyes,-12.660251
4975,dissapointed,-12.660251
4980,distinctly,-12.660251
4992,dj,-12.660251
8664,snail,-12.660251
9337,tolerance,-12.660251
1288,GOT,-12.660251
5037,downright,-12.660251
2312,Problem,-12.660251
1837,Mai,-12.660251
9390,trailer,-12.660251
1275,Funny,-12.660251
1840,Maintenance,-12.660251
5067,drive-through,-12.660251
1266,Frisco,-12.660251
8151,responsibility,-12.660251
3884,bras,-12.660251
8949,stroke,-12.660251
4493,consumption,-12.660251
4774,deem,-12.660251
1208,Find,-12.660251
8946,stringy,-12.660251
2346,REVIEW,-12.660251
5213,engineer,-12.660251
4970,disposable,-12.660251
4966,dispensers,-12.660251
4552,costumer,-12.660251
7947,rapid,-12.660251
1651,KFC,-12.660251
1673,Kia,-12.660251
8046,reiterate,-12.660251
1584,JW,-12.660251
4110,castle,-12.660251
1566,Interior,-12.660251
9190,temporarily,-12.660251
4868,devices,-12.660251
1524,IL,-12.660251
4727,data,-12.660251
1519,ICE,-12.660251
4927,disappointments,-12.660251
4684,curse,-12.660251
4633,criteria,-12.660251
1748,Lets,-12.660251
2166,PHL,-12.660251
4935,discomfort,-12.660251
2227,Per,-12.660251
8318,sanitation,-12.660251
4605,crayon,-12.660251
1762,Listen,-12.660251
4598,cranky,-12.660251
8125,reschedule,-12.660251
4203,chemicals,-12.660251
1799,Lowes,-12.660251
4214,chief,-12.660251
2255,Pier,-12.660251
8371,scissor,-12.660251
3873,bra,-12.660251
5576,fluke,-12.660251
8237,roses,-12.660251
7742,pregnancy,-12.660251
5525,fist,-12.660251
9079,swipe,-12.660251
3696,beam,-12.660251
9415,treadmills,-12.660251
4377,commission,-12.660251
3684,bathtub,-12.660251
1964,Moral,-12.660251
7725,practitioner,-12.660251
3660,barley,-12.660251
860,Complete,-12.660251
7689,population,-12.660251
846,Colonial,-12.660251
9471,twelve,-12.660251
1977,Movers,-12.660251
9062,sway,-12.660251
824,Cleaners,-12.660251
7666,pole,-12.660251
7665,poker,-12.660251
9547,unhealthy,-12.660251
8449,settings,-12.660251
5801,goo,-12.660251
5816,government,-12.660251
789,Chick-fil-A,-12.660251
4312,clueless,-12.660251
2569,Sigh,-12.660251
3722,behalf,-12.660251
1672,Keystone,-12.660251
941,DR,-12.660251
3803,bleed,-12.660251
2122,OpenTable,-12.660251
5298,evidence,-12.660251
1892,Meanwhile,-12.660251
5301,evil,-12.660251
1073,EXPERIENCE,-12.660251
5307,exaggerate,-12.660251
7823,promo,-12.660251
1896,Medical,-12.660251
1057,Dylan,-12.660251
9033,supplier,-12.660251
4439,conch,-12.660251
5323,exceptions,-12.660251
